Timestamp	Tab	Name	Value	Binding
2021-12-05 12:31:57.092+0000	Tab8	Tab8_New_Data_Sidebar	TRUE	box-sidebar-input
2021-12-05 12:32:02.520+0000	Tab8	Tab8_Adjusted_Curves_Select_Variable_1	CLAUDIN_SUBTYPE	selectInput
2021-12-05 12:32:03.947+0000	Tab8	Tab8_Adjusted_Curves_Select_Variable_2	Subset_Score_Quartile	selectInput
2021-12-05 12:32:06.277+0000	Tab8	Tab8_Adjusted_Curves_Select_Constant_Variable	None Selected LYMPH_NODES_EXAMINED_POSITIVE	selectInput
2021-12-05 12:32:08.169+0000	Tab8	Tab8_Adjusted_Curves_Select_Constant_Variable	None Selected LYMPH_NODES_EXAMINED_POSITIVE AGE_AT_DIAGNOSIS	selectInput
2021-12-05 12:32:11.028+0000	Tab8	Tab8_Adjusted_Curves_Select_Constant_Variable	None Selected LYMPH_NODES_EXAMINED_POSITIVE AGE_AT_DIAGNOSIS TUMOR_SIZE	selectInput
2021-12-05 12:32:12.872+0000	Tab8	Tab8_Adjusted_Curves_Select_Constant_Variable	None Selected LYMPH_NODES_EXAMINED_POSITIVE AGE_AT_DIAGNOSIS TUMOR_SIZE GRADE	selectInput
2021-12-05 12:32:14.262+0000	Tab8	Tab8_Adjusted_Curves_Select_Constant_Variable	LYMPH_NODES_EXAMINED_POSITIVE AGE_AT_DIAGNOSIS TUMOR_SIZE GRADE	selectInput
2021-12-05 12:32:18.244+0000	Tab8	Tab8_Adjusted_Curves_Select_Constant_Variable	HER2_STATUS LYMPH_NODES_EXAMINED_POSITIVE AGE_AT_DIAGNOSIS TUMOR_SIZE GRADE	selectInput
2021-12-05 12:34:34.455+0000	Tab9	Tab9_Rpart_Tree_Sidebar	TRUE	box-sidebar-input
2021-12-05 12:34:47.345+0000	Tab9	Tab9_Rpart_Survival_Time	OS_MONTHS	selectInput
2021-12-05 12:34:49.533+0000	Tab9	Tab9_Rpart_Event_Status	DSS	selectInput
2021-12-05 12:35:03.726+0000	Tab9	Tab9_Rpart_Select_Variables	LYMPH_NODES_EXAMINED_POSITIVE	selectInput
2021-12-05 12:35:05.181+0000	Tab9	Tab9_Rpart_Select_Variables	LYMPH_NODES_EXAMINED_POSITIVE Subset_Score_Quartile	selectInput
2021-12-05 12:35:06.655+0000	Tab9	Tab9_Rpart_Select_Variables	LYMPH_NODES_EXAMINED_POSITIVE Subset_Score_Quartile CLAUDIN_SUBTYPE	selectInput
2021-12-05 12:35:08.510+0000	Tab9	Tab9_Rpart_Select_Variables	LYMPH_NODES_EXAMINED_POSITIVE Subset_Score_Quartile CLAUDIN_SUBTYPE AGE_AT_DIAGNOSIS	selectInput
2021-12-05 12:35:10.347+0000	Tab9	Tab9_Rpart_Select_Variables	LYMPH_NODES_EXAMINED_POSITIVE Subset_Score_Quartile CLAUDIN_SUBTYPE AGE_AT_DIAGNOSIS TUMOR_SIZE	selectInput
2021-12-05 12:35:12.093+0000	Tab9	Tab9_Rpart_Select_Variables	LYMPH_NODES_EXAMINED_POSITIVE Subset_Score_Quartile CLAUDIN_SUBTYPE AGE_AT_DIAGNOSIS TUMOR_SIZE HER2_STATUS	selectInput
2021-12-05 12:35:25.684+0000	Tab9	Tab9_Ctree_Tree_Sidebar	TRUE	box-sidebar-input
2021-12-05 12:35:30.933+0000	Tab9	Tab9_Ctree_Survival_Time	OS_MONTHS	selectInput
2021-12-05 12:35:37.108+0000	Tab9	Tab9_Ctree_Event_Status	DSS	selectInput
2021-12-05 12:35:40.562+0000	Tab9	Tab9_Ctree_Select_Variables	AGE_AT_DIAGNOSIS	selectInput
2021-12-05 12:35:42.160+0000	Tab9	Tab9_Ctree_Select_Variables	AGE_AT_DIAGNOSIS TUMOR_SIZE	selectInput
2021-12-05 12:35:44.240+0000	Tab9	Tab9_Ctree_Select_Variables	AGE_AT_DIAGNOSIS TUMOR_SIZE HER2_STATUS	selectInput
2021-12-05 12:35:45.522+0000	Tab9	Tab9_Ctree_Select_Variables	AGE_AT_DIAGNOSIS TUMOR_SIZE HER2_STATUS GRADE	selectInput
2021-12-05 12:35:56.395+0000	Tab9	Tab9_Ctree_Select_Variables	AGE_AT_DIAGNOSIS TUMOR_SIZE HER2_STATUS GRADE Subset_Score_Quartile	selectInput
2021-12-05 12:35:57.615+0000	Tab9	Tab9_Ctree_Select_Variables	AGE_AT_DIAGNOSIS TUMOR_SIZE HER2_STATUS GRADE Subset_Score_Quartile CLAUDIN_SUBTYPE	selectInput
2021-12-05 12:36:19.811+0000	Tab9	Tab9_Ctree_Select_Variables	AGE_AT_DIAGNOSIS TUMOR_SIZE HER2_STATUS GRADE Subset_Score_Quartile CLAUDIN_SUBTYPE LYMPH_NODES_EXAMINED_POSITIVE	selectInput
